Colour Name,First Usage,Colour Family,hex,URL,Part of Speech,0000D category
gold,1600,golden yellow,gold,,adjective,The external world > matter > colour > named colors
gilded,1616,golden yellow,gold,,adjective,The external world > matter > colour > named colors
gold-coloured,1687,golden yellow,gold,,adjective,The external world > matter > colour > named colors
spun gold,1728,golden yellow,gold,,adjective,The external world > matter > colour > named colors
aurulent,1731,golden yellow,gold,,adjective,The external world > matter > colour > named colors
aurelian,1791,golden yellow,gold,,adjective,The external world > matter > colour > named colors
deaurated,1818,golden yellow,gold,,adjective,The external world > matter > colour > named colors
tuscan,1830,golden yellow,gold,,adjective,The external world > matter > colour > named colors
corn-coloured,1854,golden yellow,gold,,adjective,The external world > matter > colour > named colors
aureoline,1881,golden yellow,gold,,adjective,The external world > matter > colour > named colors
tuscan-coloured,1905,golden yellow,gold,,adjective,The external world > matter > colour > named colors
guinea-gold,1938,golden yellow,gold,,adjective,The external world > matter > colour > named colors
spun-golden,1978,golden yellow,gold,,adjective,The external world > matter > colour > named colors
brazen,1596,brassy yellow,gold,,adjective,The external world > matter > colour > named colors
brassy,1789,brassy yellow,gold,,adjective,The external world > matter > colour > named colors
aeneous,1847,brassy yellow,gold,,adjective,The external world > matter > colour > named colors
brass-coloured,1851,brassy yellow,gold,,adjective,The external world > matter > colour > named colors
red-yellow,1578,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
red-gold,1838,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
saffron-hued,1513,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
saffron-coloured,1548,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
saffron,1567,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
crocean,1629,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
croceal,1647,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
croceous,1657,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
croceate,1867,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
saffronic,1949,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
fallow,0,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
favel,1490,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
fulvid,1598,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
fulve,1657,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
fulvous,1664,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
fallow-coloured,1688,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
flavid,1762,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
fox-coloured,1796,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
fulvescent,1817,reddish yellow,peachpuff,,adjective,The external world > matter > colour > named colors
meline,1398,greenish yellow,khaki,,adjective,The external world > matter > colour > named colors
greenish yellow,0,greenish yellow,khaki,,adjective,The external world > matter > colour > named colors
gangrenous,1794,greenish yellow,khaki,,adjective,The external world > matter > colour > named colors
greenery-yallery,1881,greenish yellow,khaki,,adjective,The external world > matter > colour > named colors
ochry,1567,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
olive-coloured,1612,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
sand-coloured,1627,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
shammy,1661,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
buff-coloured,1686,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
pea soup,1703,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
ochreish,1747,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
ochreous,1761,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
buff,1765,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
ochraceous,1776,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
buff-colour,1796,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
buffish,1802,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
mustard-coloured,1825,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
nankeen,1838,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
buffy,1842,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
ochre-coloured,1845,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
mustardy,1850,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
ochrous,1877,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
buff-yellow,1882,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
buff-washed,1883,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
mustard,1919,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
Sahara,1923,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
wheaten,1975,brownish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
pinkish yellow,0,pinkish yellow,papayawhip,,adjective,The external world > matter > colour > named colors
champagne,1903,pinkish yellow,papayawhip,,adjective,The external world > matter > colour > named colors
greyish-yellow,0,greyish yellow,darkkhaki,,adjective,The external world > matter > colour > named colors
vitelline,1412,orange yellow,lightsalmon,,adjective,The external world > matter > colour > named colors
luteous,1657,orange yellow,lightsalmon,,adjective,The external world > matter > colour > named colors
orange-yellow,1662,orange yellow,lightsalmon,,adjective,The external world > matter > colour > named colors
orange-buff,1844,orange yellow,lightsalmon,,adjective,The external world > matter > colour > named colors
honey-yellow,1615,other yellows,yellow,,adjective,The external world > matter > colour > named colors
gamboge,1819,other yellows,yellow,,adjective,The external world > matter > colour > named colors
honey-gold,1849,other yellows,yellow,,adjective,The external world > matter > colour > named colors
lily-yellow,1865,other yellows,yellow,,adjective,The external world > matter > colour > named colors
apple-yellow,1884,other yellows,yellow,,adjective,The external world > matter > colour > named colors
butter-coloured,1894,other yellows,yellow,,adjective,The external world > matter > colour > named colors
mimosa,1928,other yellows,yellow,,adjective,The external world > matter > colour > named colors
yellowing,1757,becoming yellow,yellow,,adjective,The external world > matter > colour > named colors
saffroned,1303,becoming yellow,yellow,,adjective,The external world > matter > colour > named colors
saffred,1466,becoming yellow,yellow,,adjective,The external world > matter > colour > named colors
yellowed,1824,becoming yellow,yellow,,adjective,The external world > matter > colour > named colors
xanthophyllic,1941,colouring matter,yellow,,adjective,The external world > matter > colour > named colors
Turner,1835,colouring matter,yellow,,adjective,The external world > matter > colour > named colors
blue,1300,blue,blue,,adjective,The external world > matter > colour > named colors
inde,1359,blue,blue,,adjective,The external world > matter > colour > named colors
blae,1400,blue,blue,,adjective,The external world > matter > colour > named colors
glawke,1412,blue,blue,,adjective,The external world > matter > colour > named colors
azure,1450,blue,blue,,adjective,The external world > matter > colour > named colors
blusih,1398,bluish,blue,,adjective,The external world > matter > colour > named colors
azury,1600,bluish,blue,,adjective,The external world > matter > colour > named colors
bluey,1727,bluish,blue,,adjective,The external world > matter > colour > named colors
blue-bleak,1877,bluish,blue,,adjective,The external world > matter > colour > named colors
bright blue,0,bright blue,aqua,,adjective,The external world > matter > colour > named colors
sapphirine,1413,bright blue,aqua,,adjective,The external world > matter > colour > named colors
sapphire,1433,bright blue,aqua,,adjective,The external world > matter > colour > named colors
sapphire-hued,1446,bright blue,aqua,,adjective,The external world > matter > colour > named colors
sapphire-coloured,1586,bright blue,aqua,,adjective,The external world > matter > colour > named colors
sapphiric,1605,bright blue,aqua,,adjective,The external world > matter > colour > named colors
sapphire-blue,1782,bright blue,aqua,,adjective,The external world > matter > colour > named colors
electric blue,1877,bright blue,aqua,,adjective,The external world > matter > colour > named colors
pirate blue,1896,bright blue,aqua,,adjective,The external world > matter > colour > named colors
blue-brilliant,1923,bright blue,aqua,,adjective,The external world > matter > colour > named colors
deep blue,0,deep blue,darkblue,,adjective,The external world > matter > colour > named colors
flaxen,1605,deep blue,,,adjective,The external world > matter > colour > named colors
mazarine,1684,deep blue,,,adjective,The external world > matter > colour > named colors
cyaneous,1688,deep blue,,,adjective,The external world > matter > colour > named colors
ultramarine,1781,deep blue,,,adjective,The external world > matter > colour > named colors
poweder blue,1781,deep blue,,,adjective,The external world > matter > colour > named colors
smalt-blue,1801,deep blue,,,adjective,The external world > matter > colour > named colors
cobalt,1849,deep blue,,,adjective,The external world > matter > colour > named colors
night-blue,1858,deep blue,,,adjective,The external world > matter > colour > named colors
lazuline,1877,deep blue,,,adjective,The external world > matter > colour > named colors
smalt,1880,deep blue,,,adjective,The external world > matter > colour > named colors
gentian,1908,deep blue,,,adjective,The external world > matter > colour > named colors
dark blue,0,dark blue,darkblue,,adjective,The external world > matter > colour > named colors
blewebis,1330,dark blue,darkblue,,adjective,The external world > matter > colour > named colors
sloe-blue,1795,dark blue,darkblue,,adjective,The external world > matter > colour > named colors
Oxford blue,1856,dark blue,darkblue,,adjective,The external world > matter > colour > named colors
coal blue,1861,dark blue,darkblue,,adjective,The external world > matter > colour > named colors
lead-blue,1882,dark blue,darkblue,,adjective,The external world > matter > colour > named colors
navy,1896,dark blue,darkblue,,adjective,The external world > matter > colour > named colors
light blue,0,light blue,lightblue,,adjective,The external world > matter > colour > named colors
watchet,1400,light blue,lightblue,,adjective,The external world > matter > colour > named colors
azurine,1577,light blue,lightblue,,adjective,The external world > matter > colour > named colors
watchet-coloured,1609,light blue,lightblue,,adjective,The external world > matter > colour > named colors
watercoloured,1660,light blue,lightblue,,adjective,The external world > matter > colour > named colors
powder blue,1789,light blue,lightblue,,adjective,The external world > matter > colour > named colors
Eton blue,1851,light blue,lightblue,,adjective,The external world > matter > colour > named colors
opal blue,1856,light blue,lightblue,,adjective,The external world > matter > colour > named colors
watchet-hued,1895,light blue,lightblue,,adjective,The external world > matter > colour > named colors
sky blue,1703,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
azured,1490,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
azure,1513,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
sky colour,1552,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
sky-coloured,1567,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
ceruleous,1575,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
cerule,1591,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
sky-like,1594,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
ceruleal,1634,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
azurne,1637,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
cerulous,1651,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
lazure,1671,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
cerulean,1677,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
skyey,1778,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
azure-blue,1859,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
cerulescent,1880,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
azurean,1882,sky blue,skyblue,http://fox41blogs.typepad.com/.a/6a0148c78b79ee970c017d411f6990970c-500wi,adjective,The external world > matter > colour > named colors
turquoise,1573,greenish blue,turquoise,,adjective,The external world > matter > colour > named colors
pavonaceous,1688,greenish blue,turquoise,,adjective,The external world > matter > colour > named colors
aquamarine,1846,greenish blue,turquoise,,adjective,The external world > matter > colour > named colors
verditer,1857,greenish blue,turquoise,,adjective,The external world > matter > colour > named colors
peacock,1873,greenish blue,turquoise,,adjective,The external world > matter > colour > named colors
greenish blue,0,greenish blue,turquoise,,adjective,The external world > matter > colour > named colors
greyish blue,0,greyish blue,cadetblue,,adjective,The external world > matter > colour > named colors
plunket,1415,greyish blue,cadetblue,,adjective,The external world > matter > colour > named colors
perse,1425,greyish blue,cadetblue,,adjective,The external world > matter > colour > named colors
grey-blue,1741,greyish blue,cadetblue,,adjective,The external world > matter > colour > named colors
iron blue,1758,greyish blue,cadetblue,,adjective,The external world > matter > colour > named colors
smoke-blue,1807,greyish blue,cadetblue,,adjective,The external world > matter > colour > named colors
gunpowder,1817,greyish blue,cadetblue,,adjective,The external world > matter > colour > named colors
slaty-blue,1854,greyish blue,cadetblue,,adjective,The external world > matter > colour > named colors
Silurian,1892,greyish blue,cadetblue,,adjective,The external world > matter > colour > named colors
purplish-blue,0,purplish blue,mediumslateblue,,adjective,The external world > matter > colour > named colors
hyacinthine,1656,purplish blue,mediumslateblue,,adjective,The external world > matter > colour > named colors
violaceous,1657,purplish blue,mediumslateblue,,adjective,The external world > matter > colour > named colors
violacean,1711,purplish blue,mediumslateblue,,adjective,The external world > matter > colour > named colors
lilac-blue,1851,purplish blue,mediumslateblue,,adjective,The external world > matter > colour > named colors
hyacinthian,1858,purplish blue,mediumslateblue,,adjective,The external world > matter > colour > named colors
hyacinth,1876,purplish blue,mediumslateblue,,adjective,The external world > matter > colour > named colors
lavender,1882,purplish blue,mediumslateblue,,adjective,The external world > matter > colour > named colors
violet blue,1882,purplish blue,mediumslateblue,,adjective,The external world > matter > colour > named colors
indigo-blue,1832,indigo blue,midnightblue,https://static1.squarespace.com/static/538d3109e4b0f6391fd9ca16/t/539a43b7e4b0c09f2ad2c586/1402618868669/SeaIslandIndigo_workshops2.jpg?format=1500w,adjective,The external world > matter > colour > named colors
indigo,1856,indigo blue,mediumblue,https://static1.squarespace.com/static/538d3109e4b0f6391fd9ca16/t/539a43b7e4b0c09f2ad2c586/1402618868669/SeaIslandIndigo_workshops2.jpg?format=1500w,adjective,The external world > matter > colour > named colors
metallic,0,metallic blue,steelblue,,adjective,The external world > matter > colour > named colors
steel-blue,1560,metallic blue,steelblue,,adjective,The external world > matter > colour > named colors
chalybeous,1826,metallic blue,steelblue,,adjective,The external world > matter > colour > named colors
wan,700,livid,dodgerblue,,adjective,The external world > matter > colour > named colors
blae,1325,livid,dodgerblue,,adjective,The external world > matter > colour > named colors
blo,1325,livid,dodgerblue,,adjective,The external world > matter > colour > named colors
haw,1420,livid,dodgerblue,,adjective,The external world > matter > colour > named colors
livid,1425,livid,dodgerblue,,adjective,The external world > matter > colour > named colors
lividous,1598,livid,dodgerblue,,adjective,The external world > matter > colour > named colors
blue in the face,1792,livid,dodgerblue,,adjective,The external world > matter > colour > named colors
swart,1400,colour of plagues,mediumblue,,adjective,The external world > matter > colour > named colors
mourning,1709,other blues,blue,,adjective,The external world > matter > colour > named colors
Prussian blue,1753,other blues,blue,,adjective,The external world > matter > colour > named colors
water blue,1851,other blues,blue,,adjective,The external world > matter > colour > named colors
beryl-blue,1881,other blues,blue,,adjective,The external world > matter > colour > named colors
Wedgwood,1900,other blues,blue,,adjective,The external world > matter > colour > named colors
scale-blue,1906,other blues,blue,,adjective,The external world > matter > colour > named colors
whale-blue,1946,other blues,blue,,adjective,The external world > matter > colour > named colors
azured,1562,made blue,blue,,adjective,The external world > matter > colour > named colors
ceruleated,1634,made blue,blue,,adjective,The external world > matter > colour > named colors
sapphired,1820,made blue,blue,,adjective,The external world > matter > colour > named colors
blue-washed,1906,made blue,blue,,adjective,The external world > matter > colour > named colors
cerulific,1701,made blue,blue,,adjective,The external world > matter > colour > named colors
ultramarinish,1667,blue colouring matter,blue,,adjective,The external world > matter > colour > named colors
indigotic,1838,blue colouring matter,blue,,adjective,The external world > matter > colour > named colors
brown,1393,brown,brown,,adjective,The external world > matter > colour > named colors
brown-coloured,1835,brown,brown,,adjective,The external world > matter > colour > named colors
brownish,1555,brownish,brown,,adjective,The external world > matter > colour > named colors
browny,1582,brownish,brown,,adjective,The external world > matter > colour > named colors
brownish-coloured,1685,brownish,brown,,adjective,The external world > matter > colour > named colors
burnet,1200,dark brown,sienna,,adjective,The external world > matter > colour > named colors
fusk,1599,dark brown,sienna,,adjective,The external world > matter > colour > named colors
fusky,1610,dark brown,sienna,,adjective,The external world > matter > colour > named colors
chocolate-coloured,1736,dark brown,sienna,,adjective,The external world > matter > colour > named colors
brunneous,1815,dark brown,sienna,,adjective,The external world > matter > colour > named colors
chocolate,1819,dark brown,sienna,,adjective,The external world > matter > colour > named colors
ustulate,1826,dark brown,sienna,,adjective,The external world > matter > colour > named colors
scorched,1832,dark brown,sienna,,adjective,The external world > matter > colour > named colors
fuscescent,1881,dark brown,sienna,,adjective,The external world > matter > colour > named colors
forest-brown,1892,dark brown,sienna,,adjective,The external world > matter > colour > named colors
burnt-coloured,1896,dark brown,sienna,,adjective,The external world > matter > colour > named colors
Jacobean,1918,dark brown,sienna,,adjective,The external world > matter > colour > named colors
light brown,0,light brown,burlywood,,adjective,The external world > matter > colour > named colors
parchment,1597,light brown,burlywood,,adjective,The external world > matter > colour > named colors
whited brown,1650,light brown,burlywood,,adjective,The external world > matter > colour > named colors
whitey-brown,1656,light brown,burlywood,,adjective,The external world > matter > colour > named colors
coffee-coloured,1695,light brown,burlywood,,adjective,The external world > matter > colour > named colors
dust-coloured,1800,light brown,burlywood,,adjective,The external world > matter > colour > named colors
ochre-brown,1853,light brown,burlywood,,adjective,The external world > matter > colour > named colors
blonde,1866,light brown,burlywood,,adjective,The external world > matter > colour > named colors
mousy,1888,light brown,burlywood,,adjective,The external world > matter > colour > named colors
toast-coloured,1898,light brown,burlywood,,adjective,The external world > matter > colour > named colors
dull brown,0,dull brown,peru,,adjective,The external world > matter > colour > named colors
dun,953,dull brown,peru,,adjective,The external world > matter > colour > named colors
dunned,1440,dull brown,peru,,adjective,The external world > matter > colour > named colors
dunny,1529,dull brown,peru,,adjective,The external world > matter > colour > named colors
dunnish,1551,dull brown,peru,,adjective,The external world > matter > colour > named colors
drab-coloured,1715,dull brown,peru,,adjective,The external world > matter > colour > named colors
drab,1775,dull brown,peru,,adjective,The external world > matter > colour > named colors
russet,1428,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
reddish-brown,1530,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
sorrel,1534,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
berry-brown,1575,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
sored,1587,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
russetish,1600,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
Chelidonian,1601,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
weaselled-coloured,1607,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
deer-coloured,1611,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
spadiceous,1646,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
russeted,1654,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
testaceous,1688,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
russety,1697,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
mahogany,1744,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
red-brown,1786,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
reddy-brown,1845,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
fusco-testaceous,1847,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
mahogany-brown,1881,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
persimmon,1897,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
nut-brown,1400,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
hazel,1597,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
chestnut-coloured,1636,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
hazeled,1651,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
chestnut,1656,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
chestnut-brown,1656,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
castaneous,1688,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
nutty brown,1839,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
chestnutty,1893,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
nutmeg,1965,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
liver-hued,1616,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
liver-coloured,1654,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
liver,1802,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
beveren,1400,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
beaver-hued,1400,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
beaver-coloured,1895,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
musk colour,1631,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
musk-coloured,1684,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
copper-coloured,1697,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
copper,1699,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
copperish,1774,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
coppery,1791,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
cupreous,1804,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
copper-brown,1842,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
bayard,1330,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
bay,1374,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
bayed,1440,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
bay-coloured,1591,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
bullace-bay,1690,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
bayish,1697,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
bay-brown,1852,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
brown-bay,0,reddish brown,firebrick,,adjective,The external world > matter > colour > named colors
honey-coloured,1603,yellowish brown,goldenrod,,adjective,The external world > matter > colour > named colors
cinnamon-coloured,1679,yellowish brown,goldenrod,,adjective,The external world > matter > colour > named colors
cinnamon,1685,yellowish brown,goldenrod,,adjective,The external world > matter > colour > named colors
lurid,1767,yellowish brown,goldenrod,,adjective,The external world > matter > colour > named colors
rhubarb,1792,yellowish brown,goldenrod,,adjective,The external world > matter > colour > named colors
tomabac-brown,1794,yellowish brown,goldenrod,,adjective,The external world > matter > colour > named colors
sherry-bay,1856,yellowish brown,goldenrod,,adjective,The external world > matter > colour > named colors
khaki,1863,yellowish brown,goldenrod,,adjective,The external world > matter > colour > named colors
khaki coloured,1879,yellowish brown,goldenrod,,adjective,The external world > matter > colour > named colors
rhubarby,1885,yellowish brown,goldenrod,,adjective,The external world > matter > colour > named colors
crotal,1901,yellowish brown,goldenrod,,adjective,The external world > matter > colour > named colors
brown-gold,1909,yellowish brown,goldenrod,,adjective,The external world > matter > colour > named colors
Sahara,1923,yellowish brown,goldenrod,,adjective,The external world > matter > colour > named colors
safari,1934,yellowish brown,goldenrod,,adjective,The external world > matter > colour > named colors
orange-brown,1775,orange brown,sandybrown,,adjective,The external world > matter > colour > named colors
mud-coloured,1772,greyish brown,dimgrey,,adjective,The external world > matter > colour > named colors
smoke-brown,1807,greyish brown,dimgrey,,adjective,The external world > matter > colour > named colors
mud colour,1818,greyish brown,dimgrey,,adjective,The external world > matter > colour > named colors
lead-brown,1897,greyish brown,dimgrey,,adjective,The external world > matter > colour > named colors
bluish-brown,1792,bluish-brown,rosybrown,,adjective,The external world > matter > colour > named colors
damson brown,1661,purplish brown,rosybrown,,adjective,The external world > matter > colour > named colors
lavender-brown,1813,purplish brown,rosybrown,,adjective,The external world > matter > colour > named colors
bronze,1828,bronze,darkgoldenrod,https://c1.staticflickr.com/7/6197/6127537096_630787a494_b.jpg,adjective,The external world > matter > colour > named colors
bronzine,1853,bronze,darkgoldenrod,https://c1.staticflickr.com/7/6197/6127537096_630787a494_b.jpg,adjective,The external world > matter > colour > named colors
bronzy,1863,bronze,darkgoldenrod,https://c1.staticflickr.com/7/6197/6127537096_630787a494_b.jpg,adjective,The external world > matter > colour > named colors
bronze-golden,1882,bronze,darkgoldenrod,https://c1.staticflickr.com/7/6197/6127537096_630787a494_b.jpg,adjective,The external world > matter > colour > named colors
wainscot,1577,other browns,brown,,adjective,The external world > matter > colour > named colors
turd-coloured,1704,other browns,brown,,adjective,The external world > matter > colour > named colors
honey-brown,1774,other browns,brown,,adjective,The external world > matter > colour > named colors
snuff-coloured,1787,other browns,brown,,adjective,The external world > matter > colour > named colors
snuffy,1789,other browns,brown,,adjective,The external world > matter > colour > named colors
moorit,1795,other browns,brown,,adjective,The external world > matter > colour > named colors
umber,1802,other browns,brown,,adjective,The external world > matter > colour > named colors
umbery,1850,other browns,brown,,adjective,The external world > matter > colour > named colors
sienna-brown,1853,other browns,brown,,adjective,The external world > matter > colour > named colors
oily-brown,1861,other browns,brown,,adjective,The external world > matter > colour > named colors
seal-brown,1881,other browns,brown,,adjective,The external world > matter > colour > named colors
tabac,1881,other browns,brown,,adjective,The external world > matter > colour > named colors
glandaceous,1885,other browns,brown,,adjective,The external world > matter > colour > named colors
cigar-brown,1895,other browns,brown,,adjective,The external world > matter > colour > named colors
bead-brown,1912,other browns,brown,,adjective,The external world > matter > colour > named colors
cocoa,1942,other browns,brown,,adjective,The external world > matter > colour > named colors
toffee-brown,1961,other browns,brown,,adjective,The external world > matter > colour > named colors
toffee,1962,other browns,brown,,adjective,The external world > matter > colour > named colors
sludgy,1975,other browns,brown,,adjective,The external world > matter > colour > named colors
browning,1595,becoming brown,brown,,adjective,The external world > matter > colour > named colors
embrowning,1863,becoming brown,brown,,adjective,The external world > matter > colour > named colors
umbered,1616,becoming brown,brown,,adjective,The external world > matter > colour > named colors
well-browned,1723,becoming brown,brown,,adjective,The external world > matter > colour > named colors
embrowned,1739,becoming brown,brown,,adjective,The external world > matter > colour > named colors
browned,1871,becoming brown,brown,,adjective,The external world > matter > colour > named colors
adusted,1550,becoming brown,brown,,adjective,The external world > matter > colour > named colors
sunburnt,1893,becoming brown,brown,,adjective,The external world > matter > colour > named colors
staneraw,1820,becoming brown,brown,,adjective,The external world > matter > colour > named colors
bistred,1876,becoming brown,brown,,adjective,The external world > matter > colour > named colors
russeting,1874,becoming brown,brown,,adjective,The external world > matter > colour > named colors
bronzing,1880,becoming brown,brown,,adjective,The external world > matter > colour > named colors
bronzed,1748,becoming brown,brown,,adjective,The external world > matter > colour > named colors
grey,0,grey,grey,,adjective,The external world > matter > colour > named colors
gris,1386,grey,grey,,adjective,The external world > matter > colour > named colors
grizzle,1425,grey,grey,,adjective,The external world > matter > colour > named colors
